food_id,name,spicy_level,sweet_level,salt_level,price,cooking_time,category
104,ผัดไทย #104,5,1,5,79,24,อาหารจานเดียว
105,ต้มยำกุ้ง #105,1,2,3,90,27,ยำ
106,กะเพราไก่ไข่ดาว #106,4,1,1,88,31,อาหารจานด่วน
107,กะเพราไก่ไข่ดาว #107,1,1,1,41,33,ยำ
108,แกงมัสมั่น #108,3,2,5,120,22,อาหารจานเดียว
109,ต้มยำกุ้ง #109,4,1,5,117,5,ยำ
110,ผัดซีอิ๊ว #110,4,4,3,113,13,ยำ
111,ส้มตำ #111,5,4,3,115,41,อาหารจานเดียว
112,แกงมัสมั่น #112,2,1,1,64,29,อาหารจานด่วน
113,ข้าวคลุกกะปิ #113,1,1,5,145,44,แกง
114,ส้มตำ #114,5,4,5,65,45,อาหารจานด่วน
115,ผัดซีอิ๊ว #115,5,3,1,108,37,อาหารจานด่วน
116,แกงส้ม #116,4,5,3,127,27,อาหารจานด่วน
117,หมูทอดกระเทียม #117,3,4,2,61,14,อาหารจานเดียว
118,ต้มยำกุ้ง #118,4,1,1,101,30,ยำ
119,ข้าวหน้าเป็ด #119,2,2,3,33,31,แกง
120,หมูทอดกระเทียม #120,5,2,1,120,21,แกง
121,ไก่ทอด #121,2,1,2,50,43,ยำ
122,ข้าวคลุกกะปิ #122,4,3,1,40,45,ยำ
123,กะเพราไก่ไข่ดาว #123,1,4,3,142,18,อาหารจานด่วน
124,ส้มตำ #124,4,5,3,40,13,ยำ
125,ผัดกระเพรา #125,2,2,5,61,40,แกง
126,แกงส้ม #126,2,5,2,52,31,แกง
127,ข้าวผัดปู #127,1,2,3,54,21,ยำ
128,ไก่ทอด #128,3,2,1,149,40,อาหารจานเดียว
129,ก๋วยเตี๋ยวเรือ #129,3,5,2,122,9,อาหารจานด่วน
130,ผัดไทย #130,3,5,5,101,43,อาหารจานเดียว
131,ก๋วยเตี๋ยวเรือ #131,5,5,4,118,43,อาหารจานเดียว
132,ข้าวคลุกกะปิ #132,4,1,2,54,22,อาหารจานเดียว
133,แกงมัสมั่น #133,4,3,1,128,35,แกง
134,บะหมี่เกี๊ยว #134,1,5,5,66,33,อาหารจานด่วน
135,บะหมี่เกี๊ยว #135,3,4,1,77,31,อาหารจานเดียว
136,ผัดกระเพรา #136,3,3,5,117,13,อาหารจานด่วน
137,ข้าวหน้าเป็ด #137,3,3,1,47,30,อาหารจานด่วน
138,ผัดไทย #138,3,4,5,110,39,อาหารจานด่วน
139,ข้าวผัดปู #139,1,3,3,100,34,ยำ
140,กะเพราไก่ไข่ดาว #140,3,2,2,44,25,อาหารจานด่วน
141,ข้าวผัดปู #141,2,4,4,128,30,ยำ
142,ข้าวผัด #142,5,4,2,118,17,อาหารจานเดียว
143,ส้มตำ #143,5,1,3,132,44,อาหารจานเดียว
144,ผัดซีอิ๊ว #144,3,2,1,45,13,แกง
145,ข้าวต้มปลา #145,4,3,5,75,34,ยำ
146,ข้าวหน้าเป็ด #146,2,5,4,141,25,ยำ
147,ข้าวผัดปู #147,4,3,4,117,10,ยำ
148,ส้มตำ #148,2,4,3,67,32,อาหารจานเดียว
149,ต้มยำกุ้ง #149,3,4,3,95,12,อาหารจานเดียว
150,แกงมัสมั่น #150,2,1,3,75,30,อาหารจานด่วน
151,ต้มยำกุ้ง #151,2,3,1,30,16,อาหารจานเดียว
152,บะหมี่เกี๊ยว #152,4,4,5,39,32,อาหารจานเดียว
153,ข้าวมันไก่ #153,5,1,1,51,43,ยำ
154,ข้าวผัด #154,5,4,5,72,28,ยำ
155,กะเพราไก่ไข่ดาว #155,4,1,1,147,42,อาหารจานด่วน
156,แกงส้ม #156,5,5,2,148,9,แกง
157,ข้าวคลุกกะปิ #157,1,2,3,34,35,ยำ
158,ก๋วยเตี๋ยวเรือ #158,5,4,4,127,21,แกง
159,ไก่ทอด #159,1,5,3,117,14,อาหารจานเดียว
160,แกงมัสมั่น #160,1,4,2,141,37,อาหารจานด่วน
161,แกงส้ม #161,5,1,2,147,34,แกง
162,ข้าวคลุกกะปิ #162,1,3,5,112,21,ยำ
163,แกงส้ม #163,4,4,4,52,11,ยำ
164,ข้าวต้มปลา #164,2,5,4,34,26,อาหารจานเดียว
165,ส้มตำ #165,2,1,5,55,40,ยำ
166,หมูทอดกระเทียม #166,4,1,1,53,27,อาหารจานเดียว
167,ส้มตำ #167,3,5,3,123,23,ยำ
168,ข้าวมันไก่ #168,1,4,1,134,20,ยำ
169,บะหมี่เกี๊ยว #169,2,2,3,34,25,แกง
170,ต้มยำกุ้ง #170,3,1,2,86,37,อาหารจานเดียว
171,ข้าวหมูกระเทียม #171,5,4,5,142,6,อาหารจานด่วน
172,ไก่ทอด #172,4,5,4,55,41,ยำ
173,ข้าวมันไก่ #173,2,1,2,101,8,อาหารจานเดียว
174,แกงมัสมั่น #174,2,1,4,69,26,อาหารจานเดียว
175,บะหมี่เกี๊ยว #175,2,4,5,82,27,แกง
176,ไก่ทอด #176,3,4,3,73,36,ยำ
177,ข้าวหมูกระเทียม #177,5,3,2,62,27,อาหารจานด่วน
178,ข้าวผัดปู #178,4,3,5,87,16,อาหารจานเดียว
179,ผัดซีอิ๊ว #179,4,1,5,90,37,แกง
180,ข้าวผัดปู #180,4,4,3,40,35,ยำ
181,หมูทอดกระเทียม #181,3,2,4,36,28,อาหารจานเดียว
182,บะหมี่เกี๊ยว #182,5,5,2,109,32,อาหารจานเดียว
183,กะเพราไก่ไข่ดาว #183,2,5,2,74,15,แกง
184,ต้มยำกุ้ง #184,4,4,5,54,15,อาหารจานด่วน
185,แกงส้ม #185,2,3,2,93,42,แกง
186,แกงมัสมั่น #186,1,2,5,110,31,แกง
187,ก๋วยเตี๋ยวเรือ #187,5,1,1,36,16,ยำ
188,บะหมี่เกี๊ยว #188,1,3,5,113,44,อาหารจานด่วน
189,บะหมี่เกี๊ยว #189,4,3,3,45,40,อาหารจานด่วน
190,หมูทอดกระเทียม #190,2,1,5,71,17,ยำ
191,ข้าวผัดปู #191,2,4,5,39,39,แกง
192,ผัดซีอิ๊ว #192,5,1,5,137,31,อาหารจานด่วน
193,ผัดไทย #193,1,3,3,120,13,อาหารจานเดียว
194,ผัดกระเพรา #194,3,4,2,56,22,อาหารจานด่วน
195,ไก่ทอด #195,4,2,3,41,15,ยำ
196,ข้าวผัดปู #196,1,5,2,118,21,ยำ
197,ส้มตำ #197,4,1,3,70,35,อาหารจานเดียว
198,หมูทอดกระเทียม #198,3,3,5,62,28,แกง
199,ข้าวคลุกกะปิ #199,5,1,1,147,44,แกง
200,แกงส้ม #200,5,4,3,126,30,อาหารจานเดียว
201,บะหมี่เกี๊ยว #201,1,4,2,108,37,อาหารจานด่วน
202,ข้าวมันไก่ #202,5,1,3,75,20,อาหารจานเดียว
203,ข้าวผัด #203,5,3,4,138,43,อาหารจานเดียว
204,ข้าวผัดปู #204,2,2,1,102,35,อาหารจานเดียว
205,ต้มยำกุ้ง #205,3,2,4,40,15,แกง
206,ส้มตำ #206,2,3,4,116,29,อาหารจานด่วน
207,หมูทอดกระเทียม #207,5,4,5,53,36,อาหารจานด่วน
208,ต้มยำกุ้ง #208,3,2,3,65,25,ยำ
209,ข้าวมันไก่ #209,5,2,1,35,42,อาหารจานเดียว
210,ต้มยำกุ้ง #210,5,5,4,135,5,แกง
211,ต้มยำกุ้ง #211,1,2,3,58,15,แกง
212,ผัดกระเพรา #212,5,4,4,84,18,อาหารจานเดียว
213,ผัดซีอิ๊ว #213,1,1,3,95,12,แกง
214,ข้าวผัด #214,4,4,3,64,41,อาหารจานด่วน
215,แกงเขียวหวาน #215,5,1,3,112,23,ยำ
216,ส้มตำ #216,3,2,1,114,38,อาหารจานเดียว
217,ข้าวหน้าเป็ด #217,5,3,4,101,37,อาหารจานเดียว
218,ส้มตำ #218,3,2,1,32,18,แกง
219,ต้มยำกุ้ง #219,3,4,2,107,13,อาหารจานเดียว
220,ข้าวผัด #220,2,5,4,71,41,อาหารจานเดียว
221,ข้าวมันไก่ #221,2,1,4,102,17,ยำ
222,ก๋วยเตี๋ยวเรือ #222,4,3,1,76,15,อาหารจานด่วน
223,ผัดกระเพรา #223,2,1,4,34,40,อาหารจานเดียว
224,ข้าวหน้าเป็ด #224,4,5,3,32,27,แกง
225,ผัดไทย #225,3,3,4,89,28,ยำ
226,ข้าวหมูกระเทียม #226,2,1,1,134,21,แกง
227,ข้าวต้มปลา #227,1,4,5,46,38,แกง
228,แกงมัสมั่น #228,3,4,1,37,36,อาหารจานด่วน
229,แกงเขียวหวาน #229,3,4,5,112,6,ยำ
230,ข้าวหมูกระเทียม #230,1,2,2,112,33,แกง
231,ข้าวคลุกกะปิ #231,3,2,4,88,23,อาหารจานด่วน
232,ข้าวมันไก่ #232,4,1,3,92,35,แกง
233,ผัดกระเพรา #233,3,5,5,88,40,ยำ
234,หมูทอดกระเทียม #234,4,2,4,78,15,อาหารจานด่วน
235,ผัดซีอิ๊ว #235,5,1,2,44,43,อาหารจานด่วน
236,ไก่ทอด #236,3,4,2,91,36,ยำ
237,กะเพราไก่ไข่ดาว #237,1,2,2,79,9,อาหารจานด่วน
238,ส้มตำ #238,2,1,4,48,17,แกง
239,ข้าวต้มปลา #239,4,5,1,101,43,แกง
240,ไก่ทอด #240,1,2,5,42,23,อาหารจานเดียว
241,แกงมัสมั่น #241,3,2,2,150,20,อาหารจานเดียว
242,ส้มตำ #242,3,3,1,67,32,อาหารจานด่วน
243,ผัดซีอิ๊ว #243,3,2,3,121,8,ยำ
244,ข้าวต้มปลา #244,3,1,3,148,27,แกง
245,ต้มยำกุ้ง #245,4,4,3,108,40,ยำ
246,ผัดซีอิ๊ว #246,1,4,1,51,20,อาหารจานด่วน
247,ข้าวผัดปู #247,5,4,1,109,39,อาหารจานเดียว
248,ข้าวต้มปลา #248,5,4,5,108,27,ยำ
249,ผัดซีอิ๊ว #249,4,5,1,112,23,อาหารจานเดียว
250,ข้าวหน้าเป็ด #250,5,4,2,108,35,อาหารจานเดียว
251,ข้าวมันไก่ #251,1,3,2,116,7,แกง
252,ผัดกระเพรา #252,3,2,5,75,39,อาหารจานเดียว
253,แกงเขียวหวาน #253,4,1,1,98,24,ยำ
254,กะเพราไก่ไข่ดาว #254,4,5,2,32,36,ยำ
255,ไก่ทอด #255,2,2,2,32,7,อาหารจานด่วน
256,ข้าวหมูกระเทียม #256,1,4,3,139,43,อาหารจานเดียว
257,ผัดซีอิ๊ว #257,2,3,5,64,28,แกง
258,ผัดไทย #258,5,1,5,137,6,แกง
259,บะหมี่เกี๊ยว #259,2,3,2,132,8,ยำ
260,ต้มยำกุ้ง #260,5,5,1,33,9,อาหารจานเดียว
261,ข้าวผัดปู #261,2,5,1,50,11,อาหารจานเดียว
262,บะหมี่เกี๊ยว #262,1,2,2,83,12,อาหารจานด่วน
263,กะเพราไก่ไข่ดาว #263,2,1,5,148,10,แกง
264,แกงมัสมั่น #264,2,1,2,146,45,ยำ
265,ส้มตำ #265,4,3,3,49,11,แกง
266,ส้มตำ #266,3,4,2,50,13,แกง
267,ข้าวคลุกกะปิ #267,1,1,5,66,15,แกง
268,ต้มยำกุ้ง #268,4,2,3,51,31,ยำ
269,ข้าวคลุกกะปิ #269,3,5,3,41,35,อาหารจานเดียว
270,ข้าวหน้าเป็ด #270,2,4,4,73,25,อาหารจานด่วน
271,ผัดซีอิ๊ว #271,1,3,4,76,10,อาหารจานเดียว
272,ผัดไทย #272,4,5,5,53,29,ยำ
273,ก๋วยเตี๋ยวเรือ #273,2,3,4,49,31,อาหารจานด่วน
274,แกงส้ม #274,4,2,4,72,33,ยำ
275,ข้าวผัดปู #275,3,5,3,44,14,อาหารจานด่วน
276,ข้าวผัดปู #276,5,1,1,116,9,ยำ
277,ก๋วยเตี๋ยวเรือ #277,4,1,1,149,34,อาหารจานเดียว
278,ข้าวผัดปู #278,4,3,4,101,12,อาหารจานด่วน
279,ส้มตำ #279,5,3,1,91,29,อาหารจานด่วน
280,ผัดซีอิ๊ว #280,5,2,3,125,19,อาหารจานด่วน
281,ข้าวมันไก่ #281,5,2,5,40,23,แกง
282,ข้าวผัดปู #282,1,1,1,61,13,แกง
283,ข้าวต้มปลา #283,5,2,3,137,40,อาหารจานด่วน
284,ผัดซีอิ๊ว #284,2,1,3,70,18,แกง
285,แกงส้ม #285,4,2,1,105,39,อาหารจานด่วน
286,ข้าวผัด #286,1,3,1,121,37,อาหารจานด่วน
287,ก๋วยเตี๋ยวเรือ #287,4,3,2,38,17,อาหารจานเดียว
288,แกงเขียวหวาน #288,4,2,3,91,21,อาหารจานด่วน
289,ข้าวต้มปลา #289,2,5,5,141,14,อาหารจานเดียว
290,ผัดไทย #290,4,3,5,139,30,แกง
291,ข้าวหมูกระเทียม #291,3,1,2,95,8,ยำ
292,หมูทอดกระเทียม #292,2,5,4,109,10,อาหารจานด่วน
293,ข้าวหมูกระเทียม #293,5,1,1,74,16,ยำ
294,แกงส้ม #294,4,2,3,85,16,ยำ
295,ผัดซีอิ๊ว #295,1,1,4,145,7,อาหารจานเดียว
296,ข้าวหน้าเป็ด #296,5,1,3,49,13,อาหารจานด่วน
297,ผัดกระเพรา #297,2,2,4,119,9,แกง
298,ข้าวคลุกกะปิ #298,2,4,4,55,27,แกง
299,กะเพราไก่ไข่ดาว #299,1,2,2,118,23,ยำ
300,ข้าวหน้าเป็ด #300,4,5,4,69,20,อาหารจานด่วน
301,ข้าวผัดปู #301,5,4,2,122,32,แกง
302,ข้าวผัดปู #302,2,3,1,98,17,แกง
303,แกงมัสมั่น #303,2,3,2,111,22,อาหารจานด่วน
304,ข้าวต้มปลา #304,5,4,4,44,30,อาหารจานเดียว
305,ข้าวคลุกกะปิ #305,5,2,5,80,15,แกง
306,ผัดกระเพรา #306,2,4,1,30,20,ยำ
307,ข้าวผัดปู #307,1,2,1,78,45,อาหารจานด่วน
308,ต้มยำกุ้ง #308,3,5,5,135,44,อาหารจานด่วน
309,ผัดกระเพรา #309,3,1,3,148,13,ยำ
310,ต้มยำกุ้ง #310,4,1,5,80,32,อาหารจานด่วน
311,ก๋วยเตี๋ยวเรือ #311,4,4,5,98,42,ยำ
312,ข้าวหน้าเป็ด #312,4,5,1,88,37,แกง
313,ผัดกระเพรา #313,1,3,5,116,16,อาหารจานเดียว
314,ข้าวหมูกระเทียม #314,4,5,3,145,13,แกง
315,ข้าวหมูกระเทียม #315,5,4,4,107,29,อาหารจานด่วน
316,กะเพราไก่ไข่ดาว #316,3,2,3,30,45,แกง
317,ข้าวผัดปู #317,2,3,5,101,36,อาหารจานเดียว
318,ข้าวหมูกระเทียม #318,3,1,2,37,20,ยำ
319,ข้าวผัด #319,2,4,2,35,28,แกง
320,บะหมี่เกี๊ยว #320,4,3,1,96,10,ยำ
321,ก๋วยเตี๋ยวเรือ #321,3,2,4,81,15,ยำ
322,แกงเขียวหวาน #322,4,2,1,137,19,แกง
323,ส้มตำ #323,5,2,5,55,10,อาหารจานด่วน
324,ข้าวมันไก่ #324,1,3,2,119,27,ยำ
325,ต้มยำกุ้ง #325,1,2,2,69,43,อาหารจานเดียว
326,หมูทอดกระเทียม #326,2,3,2,103,17,แกง
327,ไก่ทอด #327,1,2,5,61,32,อาหารจานด่วน
328,ข้าวต้มปลา #328,4,5,1,74,37,อาหารจานด่วน
329,ข้าวหน้าเป็ด #329,5,1,5,55,37,แกง
330,ไก่ทอด #330,1,4,3,76,30,อาหารจานด่วน
331,ผัดไทย #331,1,5,1,109,28,อาหารจานเดียว
332,ข้าวต้มปลา #332,4,3,5,52,19,ยำ
333,ข้าวหมูกระเทียม #333,3,1,3,132,24,ยำ
334,ส้มตำ #334,2,3,4,31,40,ยำ
335,แกงเขียวหวาน #335,5,3,4,107,40,แกง
336,ข้าวมันไก่ #336,3,2,3,128,33,ยำ
337,ก๋วยเตี๋ยวเรือ #337,5,1,1,114,39,อาหารจานเดียว
338,ก๋วยเตี๋ยวเรือ #338,5,3,1,58,8,ยำ
339,ข้าวต้มปลา #339,3,2,1,110,5,ยำ
340,ข้าวหน้าเป็ด #340,4,3,4,81,37,อาหารจานด่วน
341,หมูทอดกระเทียม #341,3,1,4,130,16,อาหารจานด่วน
342,ข้าวผัด #342,1,3,1,109,15,อาหารจานด่วน
343,แกงเขียวหวาน #343,3,5,2,73,17,แกง
344,ผัดไทย #344,3,1,1,40,38,แกง
345,กะเพราไก่ไข่ดาว #345,5,2,1,37,43,ยำ
346,ต้มยำกุ้ง #346,2,5,4,120,27,อาหารจานเดียว
347,ก๋วยเตี๋ยวเรือ #347,5,3,3,131,23,อาหารจานเดียว
348,กะเพราไก่ไข่ดาว #348,2,1,5,34,19,อาหารจานเดียว
349,ผัดซีอิ๊ว #349,3,1,5,58,19,แกง
350,ข้าวผัดปู #350,5,5,1,37,7,อาหารจานเดียว
351,ผัดไทย #351,4,4,3,75,6,อาหารจานเดียว
352,ผัดซีอิ๊ว #352,5,1,1,35,5,อาหารจานเดียว
353,ข้าวผัด #353,3,2,5,70,24,อาหารจานด่วน
354,บะหมี่เกี๊ยว #354,1,3,4,88,21,ยำ
355,ต้มยำกุ้ง #355,3,3,2,68,31,อาหารจานด่วน
356,ข้าวคลุกกะปิ #356,1,5,3,71,7,อาหารจานด่วน
357,ผัดไทย #357,1,3,2,106,10,อาหารจานเดียว
358,ข้าวต้มปลา #358,2,3,5,138,24,อาหารจานด่วน
359,ข้าวคลุกกะปิ #359,1,3,1,138,38,อาหารจานเดียว
360,ข้าวหมูกระเทียม #360,1,5,4,121,6,ยำ
361,ก๋วยเตี๋ยวเรือ #361,2,5,2,144,24,แกง
362,ส้มตำ #362,1,3,2,49,19,ยำ
363,ข้าวหน้าเป็ด #363,1,3,2,45,13,อาหารจานด่วน
364,ต้มยำกุ้ง #364,1,5,4,59,21,อาหารจานด่วน
365,หมูทอดกระเทียม #365,4,3,4,36,33,อาหารจานด่วน
366,แกงมัสมั่น #366,2,5,2,126,26,แกง
367,ข้าวผัดปู #367,2,3,5,123,34,ยำ
368,ต้มยำกุ้ง #368,4,2,3,141,10,อาหารจานด่วน
369,กะเพราไก่ไข่ดาว #369,1,2,5,135,27,อาหารจานด่วน
370,ต้มยำกุ้ง #370,1,2,4,134,21,อาหารจานเดียว
371,หมูทอดกระเทียม #371,3,5,2,76,26,แกง
372,ส้มตำ #372,3,2,1,133,15,อาหารจานด่วน
373,ข้าวผัดปู #373,3,4,4,116,28,แกง
374,ข้าวผัดปู #374,3,5,2,89,34,ยำ
375,ข้าวผัด #375,2,3,5,121,33,อาหารจานด่วน
376,ข้าวผัดปู #376,3,4,5,110,32,อาหารจานด่วน
377,ผัดกระเพรา #377,4,4,1,131,27,อาหารจานเดียว
378,ข้าวมันไก่ #378,3,5,3,30,17,ยำ
379,ข้าวหมูกระเทียม #379,1,3,4,40,43,อาหารจานเดียว
380,ผัดไทย #380,2,3,2,111,34,อาหารจานเดียว
381,บะหมี่เกี๊ยว #381,2,4,4,92,11,อาหารจานด่วน
382,ต้มยำกุ้ง #382,3,4,4,106,15,แกง
383,ผัดกระเพรา #383,5,5,1,87,42,อาหารจานด่วน
384,ส้มตำ #384,4,4,1,123,40,อาหารจานด่วน
385,ข้าวต้มปลา #385,1,2,5,90,45,อาหารจานด่วน
386,กะเพราไก่ไข่ดาว #386,4,5,5,52,5,อาหารจานด่วน
387,บะหมี่เกี๊ยว #387,3,1,4,54,26,อาหารจานด่วน
388,ผัดซีอิ๊ว #388,2,1,5,109,6,อาหารจานเดียว
389,ผัดซีอิ๊ว #389,1,1,4,69,44,ยำ
390,ข้าวคลุกกะปิ #390,5,1,4,121,25,อาหารจานเดียว
391,ผัดไทย #391,3,3,5,138,9,ยำ
392,ผัดไทย #392,4,3,4,129,6,ยำ
393,ข้าวหน้าเป็ด #393,4,5,3,66,44,ยำ
394,ส้มตำ #394,1,1,5,81,18,แกง
395,ข้าวหน้าเป็ด #395,4,5,5,117,24,อาหารจานด่วน
396,ข้าวคลุกกะปิ #396,4,2,2,112,5,อาหารจานเดียว
397,ผัดไทย #397,2,2,5,136,7,อาหารจานเดียว
398,กะเพราไก่ไข่ดาว #398,1,2,2,43,37,ยำ
399,ข้าวหน้าเป็ด #399,4,3,3,41,10,อาหารจานด่วน
400,กะเพราไก่ไข่ดาว #400,4,4,1,37,11,ยำ
401,แกงเขียวหวาน #401,4,4,5,42,14,ยำ
402,ไก่ทอด #402,4,4,2,117,18,แกง
403,ส้มตำ #403,2,2,3,130,12,ยำ
404,ผัดไทย #404,3,1,1,96,14,แกง
405,ข้าวคลุกกะปิ #405,4,3,4,111,25,อาหารจานเดียว
406,ข้าวหมูกระเทียม #406,4,1,4,148,9,แกง
407,ส้มตำ #407,5,2,5,129,36,ยำ
