food_id,name,spicy_level,sweet_level,salt_level,price,cooking_time,category
46,ผัดกระเพรา,1,2,2,43,15,อาหารจานเดียว
47,ข้าวมันไก่,4,1,4,66,10,อาหารจานเดียว
48,ก๋วยเตี๋ยวเรือ,3,1,3,63,18,อาหารจานเดียว
49,หมูทอดกระเทียม,3,3,4,100,39,อาหารจานเดียว
50,ข้าวหมูกระเทียม,3,1,4,58,10,อาหารจานเดียว
51,แกงมัสมั่น,3,2,4,64,11,แกง
52,แกงส้ม,2,2,1,64,25,แกง
53,ข้าวคลุกกะปิ,1,2,4,84,20,อาหารจานเดียว
54,ข้าวต้มปลา,1,1,2,30,0,อาหารจานเดียว
55,ผัดซีอิ๊ว,4,2,4,124,34,อาหารจานเดียว
56,ข้าวหน้าเป็ด,2,1,2,37,17,อาหารจานเดียว
57,ไก่ทอด,2,2,3,49,23,อาหารจานด่วน
58,กะเพราไก่ไข่ดาว,2,3,4,90,29,อาหารจานด่วน
59,บะหมี่เกี๊ยว,4,4,5,79,16,อาหารจานเดียว
60,ข้าวผัดปู,4,1,2,68,26,อาหารจานเดียว
61,ข้าวผัด,2,2,2,46,15,อาหารจานเดียว
62,ผัดไทย,2,3,4,67,10,อาหารจานเดียว
63,ต้มยำกุ้ง,5,3,4,122,21,แกง
64,ส้มตำ,5,1,5,48,9,ยำ
65,แกงเขียวหวาน,3,3,3,79,33,แกง
66,ผัดกระเพรา,1,3,1,51,25,อาหารจานเดียว
67,ข้าวมันไก่,5,1,3,68,15,อาหารจานเดียว
68,ก๋วยเตี๋ยวเรือ,3,2,5,79,23,อาหารจานเดียว
69,หมูทอดกระเทียม,4,4,2,94,37,อาหารจานเดียว
70,ข้าวหมูกระเทียม,3,3,4,70,10,อาหารจานเดียว
71,แกงมัสมั่น,2,1,2,62,13,แกง
72,แกงส้ม,1,1,1,64,22,แกง
73,ข้าวคลุกกะปิ,1,2,3,72,24,อาหารจานเดียว
74,ข้าวต้มปลา,1,2,1,48,3,อาหารจานเดียว
75,ผัดซีอิ๊ว,2,3,3,110,33,อาหารจานเดียว
76,ข้าวหน้าเป็ด,1,1,3,40,20,อาหารจานเดียว
77,ไก่ทอด,3,3,3,56,22,อาหารจานด่วน
78,กะเพราไก่ไข่ดาว,4,1,4,88,20,อาหารจานด่วน
79,บะหมี่เกี๊ยว,3,3,3,75,19,อาหารจานเดียว
80,ข้าวผัดปู,3,3,2,50,20,อาหารจานเดียว
81,ข้าวผัด,1,3,4,54,6,อาหารจานเดียว
82,ผัดไทย,3,2,5,60,15,อาหารจานเดียว
83,ต้มยำกุ้ง,4,1,4,112,24,แกง
84,ส้มตำ,5,2,4,46,6,ยำ
85,แกงเขียวหวาน,3,3,3,78,31,แกง
86,ผัดกระเพรา,2,2,1,46,25,อาหารจานเดียว
87,ข้าวมันไก่,5,2,2,61,15,อาหารจานเดียว
88,ก๋วยเตี๋ยวเรือ,3,1,4,78,16,อาหารจานเดียว
89,หมูทอดกระเทียม,4,4,4,90,37,อาหารจานเดียว
90,ข้าวหมูกระเทียม,3,1,3,51,18,อาหารจานเดียว
91,แกงมัสมั่น,3,1,3,75,13,แกง
92,แกงส้ม,1,1,1,54,25,แกง
93,ข้าวคลุกกะปิ,2,2,2,87,19,อาหารจานเดียว
94,ข้าวต้มปลา,1,1,1,34,9,อาหารจานเดียว
95,ผัดซีอิ๊ว,2,2,4,111,25,อาหารจานเดียว
96,ข้าวหน้าเป็ด,1,1,3,36,11,อาหารจานเดียว
97,ไก่ทอด,3,2,2,54,15,อาหารจานด่วน
98,กะเพราไก่ไข่ดาว,4,2,4,95,25,อาหารจานด่วน
99,บะหมี่เกี๊ยว,3,3,4,75,10,อาหารจานเดียว
100,ข้าวผัดปู,3,1,2,56,22,อาหารจานเดียว
101,ข้าวผัด,1,3,4,44,15,อาหารจานเดียว
102,ผัดไทย,4,4,5,62,19,อาหารจานเดียว
103,ต้มยำกุ้ง,4,3,5,121,26,แกง
104,ส้มตำ,4,2,5,45,15,ยำ
105,แกงเขียวหวาน,3,2,2,73,25,แกง
106,ผัดกระเพรา,1,1,2,42,21,อาหารจานเดียว
107,ข้าวมันไก่,4,1,3,64,12,อาหารจานเดียว
108,ก๋วยเตี๋ยวเรือ,3,1,4,65,23,อาหารจานเดียว
109,หมูทอดกระเทียม,3,4,4,99,44,อาหารจานเดียว
110,ข้าวหมูกระเทียม,1,2,2,64,16,อาหารจานเดียว
111,แกงมัสมั่น,1,1,3,80,19,แกง
112,แกงส้ม,2,1,3,63,20,แกง
113,ข้าวคลุกกะปิ,1,3,3,70,18,อาหารจานเดียว
114,ข้าวต้มปลา,2,2,1,49,3,อาหารจานเดียว
115,ผัดซีอิ๊ว,4,1,3,129,25,อาหารจานเดียว
116,ข้าวหน้าเป็ด,1,1,1,38,16,อาหารจานเดียว
117,ไก่ทอด,1,2,4,43,16,อาหารจานด่วน
118,กะเพราไก่ไข่ดาว,3,2,4,82,24,อาหารจานด่วน
119,บะหมี่เกี๊ยว,5,3,3,70,14,อาหารจานเดียว
120,ข้าวผัดปู,4,1,4,52,27,อาหารจานเดียว
121,ข้าวผัด,2,1,2,60,15,อาหารจานเดียว
122,ผัดไทย,4,3,3,51,10,อาหารจานเดียว
123,ต้มยำกุ้ง,4,3,5,119,29,แกง
124,ส้มตำ,4,2,3,50,5,ยำ
125,แกงเขียวหวาน,4,2,3,77,25,แกง
126,ผัดกระเพรา,1,1,1,48,23,อาหารจานเดียว
127,ข้าวมันไก่,5,1,3,67,5,อาหารจานเดียว
128,ก๋วยเตี๋ยวเรือ,5,2,4,71,23,อาหารจานเดียว
129,หมูทอดกระเทียม,3,3,3,99,45,อาหารจานเดียว
130,ข้าวหมูกระเทียม,2,2,4,61,19,อาหารจานเดียว
131,แกงมัสมั่น,1,2,3,67,14,แกง
132,แกงส้ม,2,1,1,60,25,แกง
133,ข้าวคลุกกะปิ,2,1,4,77,18,อาหารจานเดียว
134,ข้าวต้มปลา,1,2,1,46,8,อาหารจานเดียว
135,ผัดซีอิ๊ว,2,2,4,123,35,อาหารจานเดียว
136,ข้าวหน้าเป็ด,2,1,3,43,20,อาหารจานเดียว
137,ไก่ทอด,3,2,4,42,17,อาหารจานด่วน
138,กะเพราไก่ไข่ดาว,2,3,3,87,23,อาหารจานด่วน
139,บะหมี่เกี๊ยว,3,4,4,66,12,อาหารจานเดียว
140,ข้าวผัดปู,2,3,3,56,30,อาหารจานเดียว
141,ข้าวผัด,1,2,4,55,9,อาหารจานเดียว
142,ผัดไทย,2,3,3,59,11,อาหารจานเดียว
143,ต้มยำกุ้ง,5,1,4,116,22,แกง
144,ส้มตำ,5,1,3,33,15,ยำ
145,แกงเขียวหวาน,3,4,2,83,28,แกง
146,ผัดกระเพรา,1,3,3,53,22,อาหารจานเดียว
147,ข้าวมันไก่,5,2,2,60,14,อาหารจานเดียว
148,ก๋วยเตี๋ยวเรือ,3,2,4,60,19,อาหารจานเดียว
149,หมูทอดกระเทียม,2,3,4,99,41,อาหารจานเดียว
150,ข้าวหมูกระเทียม,1,3,2,54,11,อาหารจานเดียว
151,แกงมัสมั่น,1,2,4,73,13,แกง
152,แกงส้ม,1,2,2,53,25,แกง
153,ข้าวคลุกกะปิ,3,1,2,89,25,อาหารจานเดียว
154,ข้าวต้มปลา,2,1,2,33,1,อาหารจานเดียว
155,ผัดซีอิ๊ว,2,1,4,112,29,อาหารจานเดียว
156,ข้าวหน้าเป็ด,2,2,2,40,17,อาหารจานเดียว
157,ไก่ทอด,2,3,4,56,19,อาหารจานด่วน
158,กะเพราไก่ไข่ดาว,2,3,2,84,22,อาหารจานด่วน
159,บะหมี่เกี๊ยว,5,3,3,68,19,อาหารจานเดียว
160,ข้าวผัดปู,3,3,2,60,23,อาหารจานเดียว
161,ข้าวผัด,2,2,4,52,12,อาหารจานเดียว
162,ผัดไทย,3,3,4,53,20,อาหารจานเดียว
163,ต้มยำกุ้ง,5,2,5,110,28,แกง
164,ส้มตำ,5,1,5,48,7,ยำ
165,แกงเขียวหวาน,5,2,4,86,29,แกง
166,ผัดกระเพรา,1,1,3,50,16,อาหารจานเดียว
167,ข้าวมันไก่,5,1,2,53,15,อาหารจานเดียว
168,ก๋วยเตี๋ยวเรือ,3,1,3,66,23,อาหารจานเดียว
169,หมูทอดกระเทียม,2,3,2,109,38,อาหารจานเดียว
170,ข้าวหมูกระเทียม,1,1,2,56,20,อาหารจานเดียว
171,แกงมัสมั่น,1,2,2,77,11,แกง
172,แกงส้ม,1,3,2,50,26,แกง
173,ข้าวคลุกกะปิ,2,1,3,74,23,อาหารจานเดียว
174,ข้าวต้มปลา,1,2,3,41,10,อาหารจานเดียว
175,ผัดซีอิ๊ว,2,2,5,130,28,อาหารจานเดียว
176,ข้าวหน้าเป็ด,2,1,2,43,10,อาหารจานเดียว
177,ไก่ทอด,1,2,3,52,24,อาหารจานด่วน
178,กะเพราไก่ไข่ดาว,3,2,3,82,21,อาหารจานด่วน
179,บะหมี่เกี๊ยว,3,3,4,60,13,อาหารจานเดียว
180,ข้าวผัดปู,3,2,3,58,26,อาหารจานเดียว
181,ข้าวผัด,3,3,3,50,11,อาหารจานเดียว
182,ผัดไทย,2,3,3,58,19,อาหารจานเดียว
183,ต้มยำกุ้ง,5,2,5,127,26,แกง
184,ส้มตำ,4,2,4,37,13,ยำ
185,แกงเขียวหวาน,5,3,3,89,35,แกง
186,ผัดกระเพรา,2,2,3,56,18,อาหารจานเดียว
187,ข้าวมันไก่,4,1,2,59,8,อาหารจานเดียว
188,ก๋วยเตี๋ยวเรือ,4,1,5,70,23,อาหารจานเดียว
189,หมูทอดกระเทียม,2,5,4,94,38,อาหารจานเดียว
190,ข้าวหมูกระเทียม,3,1,4,64,18,อาหารจานเดียว
191,แกงมัสมั่น,3,2,4,68,15,แกง
192,แกงส้ม,2,2,3,51,24,แกง
193,ข้าวคลุกกะปิ,2,2,4,79,18,อาหารจานเดียว
194,ข้าวต้มปลา,1,1,2,47,7,อาหารจานเดียว
195,ผัดซีอิ๊ว,2,2,4,112,32,อาหารจานเดียว
196,ข้าวหน้าเป็ด,2,2,2,30,16,อาหารจานเดียว
197,ไก่ทอด,1,2,2,54,16,อาหารจานด่วน
198,กะเพราไก่ไข่ดาว,4,1,4,98,27,อาหารจานด่วน
199,บะหมี่เกี๊ยว,5,3,3,64,15,อาหารจานเดียว
200,ข้าวผัดปู,3,1,2,66,30,อาหารจานเดียว
201,ข้าวผัด,2,1,2,40,8,อาหารจานเดียว
202,ผัดไทย,3,4,3,51,18,อาหารจานเดียว
203,ต้มยำกุ้ง,5,1,3,116,30,แกง
204,ส้มตำ,4,1,4,48,8,ยำ
205,แกงเขียวหวาน,4,4,4,72,32,แกง
206,ผัดกระเพรา,1,1,1,48,23,อาหารจานเดียว
207,ข้าวมันไก่,4,1,4,63,15,อาหารจานเดียว
208,ก๋วยเตี๋ยวเรือ,3,1,5,74,18,อาหารจานเดียว
209,หมูทอดกระเทียม,2,5,2,103,41,อาหารจานเดียว
210,ข้าวหมูกระเทียม,2,3,3,67,14,อาหารจานเดียว
211,แกงมัสมั่น,2,1,4,63,20,แกง
212,แกงส้ม,2,2,2,66,24,แกง
213,ข้าวคลุกกะปิ,3,2,2,75,16,อาหารจานเดียว
214,ข้าวต้มปลา,2,1,3,42,2,อาหารจานเดียว
215,ผัดซีอิ๊ว,4,1,4,113,34,อาหารจานเดียว
216,ข้าวหน้าเป็ด,1,1,1,32,19,อาหารจานเดียว
217,ไก่ทอด,2,1,4,52,24,อาหารจานด่วน
218,กะเพราไก่ไข่ดาว,2,2,3,91,20,อาหารจานด่วน
219,บะหมี่เกี๊ยว,4,4,4,64,14,อาหารจานเดียว
220,ข้าวผัดปู,4,2,4,62,28,อาหารจานเดียว
221,ข้าวผัด,1,3,3,48,8,อาหารจานเดียว
222,ผัดไทย,2,2,4,54,13,อาหารจานเดียว
223,ต้มยำกุ้ง,5,2,3,124,25,แกง
224,ส้มตำ,4,3,4,30,14,ยำ
225,แกงเขียวหวาน,5,2,2,81,32,แกง
226,ผัดกระเพรา,1,1,1,59,21,อาหารจานเดียว
227,ข้าวมันไก่,5,2,4,67,15,อาหารจานเดียว
228,ก๋วยเตี๋ยวเรือ,5,1,3,70,22,อาหารจานเดียว
229,หมูทอดกระเทียม,4,3,4,92,45,อาหารจานเดียว
230,ข้าวหมูกระเทียม,2,2,2,65,20,อาหารจานเดียว
231,แกงมัสมั่น,3,1,4,64,19,แกง
232,แกงส้ม,1,1,3,51,27,แกง
233,ข้าวคลุกกะปิ,2,1,4,81,20,อาหารจานเดียว
234,ข้าวต้มปลา,1,1,3,40,7,อาหารจานเดียว
235,ผัดซีอิ๊ว,2,3,5,121,32,อาหารจานเดียว
236,ข้าวหน้าเป็ด,1,1,3,36,19,อาหารจานเดียว
237,ไก่ทอด,3,2,2,43,24,อาหารจานด่วน
238,กะเพราไก่ไข่ดาว,2,3,2,90,30,อาหารจานด่วน
239,บะหมี่เกี๊ยว,5,3,4,65,16,อาหารจานเดียว
240,ข้าวผัดปู,4,2,2,57,29,อาหารจานเดียว
241,ข้าวผัด,2,1,2,52,14,อาหารจานเดียว
242,ผัดไทย,4,4,5,61,11,อาหารจานเดียว
243,ต้มยำกุ้ง,5,3,5,117,28,แกง
244,ส้มตำ,5,1,5,34,13,ยำ
245,แกงเขียวหวาน,5,3,4,89,25,แกง
246,ผัดกระเพรา,1,2,1,60,22,อาหารจานเดียว
247,ข้าวมันไก่,5,1,4,64,12,อาหารจานเดียว
248,ก๋วยเตี๋ยวเรือ,3,2,5,67,15,อาหารจานเดียว
249,หมูทอดกระเทียม,2,4,3,100,36,อาหารจานเดียว
250,ข้าวหมูกระเทียม,3,2,2,61,18,อาหารจานเดียว
251,แกงมัสมั่น,1,2,2,70,15,แกง
252,แกงส้ม,1,2,3,61,22,แกง
253,ข้าวคลุกกะปิ,2,1,3,90,19,อาหารจานเดียว
254,ข้าวต้มปลา,1,2,1,48,0,อาหารจานเดียว
255,ผัดซีอิ๊ว,2,3,3,111,35,อาหารจานเดียว
256,ข้าวหน้าเป็ด,1,2,3,35,15,อาหารจานเดียว
257,ไก่ทอด,2,2,3,49,16,อาหารจานด่วน
258,กะเพราไก่ไข่ดาว,4,2,4,95,30,อาหารจานด่วน
259,บะหมี่เกี๊ยว,4,4,4,63,20,อาหารจานเดียว
260,ข้าวผัดปู,4,3,3,57,21,อาหารจานเดียว
261,ข้าวผัด,1,3,2,42,9,อาหารจานเดียว
262,ผัดไทย,2,4,3,67,13,อาหารจานเดียว
263,ต้มยำกุ้ง,4,3,3,114,21,แกง
264,ส้มตำ,5,3,5,39,15,ยำ
265,แกงเขียวหวาน,4,4,2,89,33,แกง
266,ผัดกระเพรา,2,3,1,50,24,อาหารจานเดียว
267,ข้าวมันไก่,5,1,2,55,5,อาหารจานเดียว
268,ก๋วยเตี๋ยวเรือ,3,1,5,72,23,อาหารจานเดียว
269,หมูทอดกระเทียม,2,4,2,95,39,อาหารจานเดียว
270,ข้าวหมูกระเทียม,3,2,4,52,12,อาหารจานเดียว
271,แกงมัสมั่น,3,1,3,60,15,แกง
272,แกงส้ม,2,1,2,64,25,แกง
273,ข้าวคลุกกะปิ,2,2,3,81,23,อาหารจานเดียว
274,ข้าวต้มปลา,1,1,3,38,4,อาหารจานเดียว
275,ผัดซีอิ๊ว,2,3,5,124,28,อาหารจานเดียว
276,ข้าวหน้าเป็ด,1,1,3,34,10,อาหารจานเดียว
277,ไก่ทอด,2,1,2,44,23,อาหารจานด่วน
278,กะเพราไก่ไข่ดาว,3,1,2,90,25,อาหารจานด่วน
279,บะหมี่เกี๊ยว,5,3,5,70,17,อาหารจานเดียว
280,ข้าวผัดปู,3,1,4,61,26,อาหารจานเดียว
281,ข้าวผัด,3,1,3,56,11,อาหารจานเดียว
282,ผัดไทย,2,2,4,66,16,อาหารจานเดียว
283,ต้มยำกุ้ง,5,3,4,111,30,แกง
284,ส้มตำ,4,2,5,34,10,ยำ
285,แกงเขียวหวาน,4,3,2,86,29,แกง
286,ผัดกระเพรา,2,3,1,59,25,อาหารจานเดียว
287,ข้าวมันไก่,4,1,2,62,9,อาหารจานเดียว
288,ก๋วยเตี๋ยวเรือ,3,1,5,65,21,อาหารจานเดียว
289,หมูทอดกระเทียม,3,3,4,92,45,อาหารจานเดียว
290,ข้าวหมูกระเทียม,1,2,4,66,14,อาหารจานเดียว
291,แกงมัสมั่น,1,1,3,76,19,แกง
292,แกงส้ม,1,3,1,56,24,แกง
293,ข้าวคลุกกะปิ,2,2,2,82,15,อาหารจานเดียว
294,ข้าวต้มปลา,1,1,1,50,7,อาหารจานเดียว
295,ผัดซีอิ๊ว,4,2,4,114,32,อาหารจานเดียว
296,ข้าวหน้าเป็ด,1,1,2,42,14,อาหารจานเดียว
297,ไก่ทอด,3,2,2,55,25,อาหารจานด่วน
298,กะเพราไก่ไข่ดาว,2,2,2,88,25,อาหารจานด่วน
299,บะหมี่เกี๊ยว,3,4,5,68,17,อาหารจานเดียว
300,ข้าวผัดปู,2,3,2,64,26,อาหารจานเดียว
301,ข้าวผัด,2,1,4,60,15,อาหารจานเดียว
302,ผัดไทย,2,4,3,53,14,อาหารจานเดียว
303,ต้มยำกุ้ง,5,1,4,120,24,แกง
304,ส้มตำ,4,3,5,39,13,ยำ
305,แกงเขียวหวาน,3,2,2,80,26,แกง
306,ผัดกระเพรา,1,2,2,52,15,อาหารจานเดียว
307,ข้าวมันไก่,5,1,2,59,5,อาหารจานเดียว
308,ก๋วยเตี๋ยวเรือ,5,1,4,67,19,อาหารจานเดียว
309,หมูทอดกระเทียม,3,4,2,109,45,อาหารจานเดียว
310,ข้าวหมูกระเทียม,3,2,2,61,12,อาหารจานเดียว
311,แกงมัสมั่น,3,2,3,78,10,แกง
312,แกงส้ม,1,3,3,64,25,แกง
313,ข้าวคลุกกะปิ,2,2,4,78,23,อาหารจานเดียว
314,ข้าวต้มปลา,1,1,3,47,0,อาหารจานเดียว
315,ผัดซีอิ๊ว,4,2,5,116,27,อาหารจานเดียว
316,ข้าวหน้าเป็ด,1,2,2,40,20,อาหารจานเดียว
317,ไก่ทอด,2,3,3,56,19,อาหารจานด่วน
318,กะเพราไก่ไข่ดาว,4,1,3,93,21,อาหารจานด่วน
319,บะหมี่เกี๊ยว,4,2,3,78,14,อาหารจานเดียว
320,ข้าวผัดปู,3,1,2,50,30,อาหารจานเดียว
321,ข้าวผัด,1,3,4,51,13,อาหารจานเดียว
322,ผัดไทย,3,2,3,69,16,อาหารจานเดียว
323,ต้มยำกุ้ง,5,1,5,112,29,แกง
324,ส้มตำ,5,2,5,37,11,ยำ
325,แกงเขียวหวาน,3,4,4,78,30,แกง
326,ผัดกระเพรา,1,1,2,49,24,อาหารจานเดียว
327,ข้าวมันไก่,4,1,2,66,7,อาหารจานเดียว
328,ก๋วยเตี๋ยวเรือ,4,2,4,66,21,อาหารจานเดียว
329,หมูทอดกระเทียม,2,4,4,108,40,อาหารจานเดียว
330,ข้าวหมูกระเทียม,2,1,3,69,10,อาหารจานเดียว
331,แกงมัสมั่น,2,1,2,67,19,แกง
332,แกงส้ม,2,1,1,56,30,แกง
333,ข้าวคลุกกะปิ,1,1,3,71,21,อาหารจานเดียว
334,ข้าวต้มปลา,2,1,1,47,0,อาหารจานเดียว
335,ผัดซีอิ๊ว,3,2,5,110,26,อาหารจานเดียว
336,ข้าวหน้าเป็ด,2,2,1,30,14,อาหารจานเดียว
337,ไก่ทอด,2,1,2,47,22,อาหารจานด่วน
338,กะเพราไก่ไข่ดาว,3,3,4,96,22,อาหารจานด่วน
339,บะหมี่เกี๊ยว,3,2,4,73,13,อาหารจานเดียว
340,ข้าวผัดปู,3,2,4,52,29,อาหารจานเดียว
341,ข้าวผัด,3,2,3,55,14,อาหารจานเดียว
342,ผัดไทย,3,3,5,54,11,อาหารจานเดียว
343,ต้มยำกุ้ง,5,2,3,113,30,แกง
344,ส้มตำ,4,1,5,45,13,ยำ
345,แกงเขียวหวาน,5,4,4,70,31,แกง
346,ผัดกระเพรา,2,1,2,46,24,อาหารจานเดียว
347,ข้าวมันไก่,5,2,3,59,6,อาหารจานเดียว
348,ก๋วยเตี๋ยวเรือ,4,1,5,79,24,อาหารจานเดียว
349,หมูทอดกระเทียม,3,5,2,92,38,อาหารจานเดียว
350,ข้าวหมูกระเทียม,2,1,2,70,16,อาหารจานเดียว
351,แกงมัสมั่น,1,1,4,75,20,แกง
352,แกงส้ม,1,1,2,53,22,แกง
353,ข้าวคลุกกะปิ,2,3,4,76,21,อาหารจานเดียว
354,ข้าวต้มปลา,1,1,2,38,6,อาหารจานเดียว
355,ผัดซีอิ๊ว,3,2,5,128,31,อาหารจานเดียว
356,ข้าวหน้าเป็ด,1,2,1,36,14,อาหารจานเดียว
357,ไก่ทอด,3,1,3,52,17,อาหารจานด่วน
358,กะเพราไก่ไข่ดาว,2,1,4,94,24,อาหารจานด่วน
359,บะหมี่เกี๊ยว,3,4,5,78,13,อาหารจานเดียว
360,ข้าวผัดปู,2,1,3,54,30,อาหารจานเดียว
361,ข้าวผัด,1,1,3,49,8,อาหารจานเดียว
362,ผัดไทย,4,2,5,60,11,อาหารจานเดียว
363,ต้มยำกุ้ง,4,2,4,115,26,แกง
364,ส้มตำ,4,3,4,44,15,ยำ
365,แกงเขียวหวาน,5,2,3,80,30,แกง
366,ผัดกระเพรา,1,2,3,59,18,อาหารจานเดียว
367,ข้าวมันไก่,4,2,3,68,5,อาหารจานเดียว
368,ก๋วยเตี๋ยวเรือ,5,1,5,80,24,อาหารจานเดียว
369,หมูทอดกระเทียม,4,3,4,107,44,อาหารจานเดียว
370,ข้าวหมูกระเทียม,3,2,3,50,18,อาหารจานเดียว
371,แกงมัสมั่น,3,2,3,64,10,แกง
372,แกงส้ม,1,3,2,51,30,แกง
373,ข้าวคลุกกะปิ,1,2,4,89,25,อาหารจานเดียว
374,ข้าวต้มปลา,1,1,2,37,2,อาหารจานเดียว
375,ผัดซีอิ๊ว,4,2,4,126,28,อาหารจานเดียว
376,ข้าวหน้าเป็ด,2,1,1,47,17,อาหารจานเดียว
377,ไก่ทอด,2,1,3,57,19,อาหารจานด่วน
378,กะเพราไก่ไข่ดาว,3,3,3,83,29,อาหารจานด่วน
379,บะหมี่เกี๊ยว,4,4,5,64,10,อาหารจานเดียว
380,ข้าวผัดปู,2,3,2,58,22,อาหารจานเดียว
381,ข้าวผัด,2,2,4,44,13,อาหารจานเดียว
382,ผัดไทย,2,2,3,70,16,อาหารจานเดียว
383,ต้มยำกุ้ง,5,2,5,128,27,แกง
384,ส้มตำ,5,2,4,38,10,ยำ
385,แกงเขียวหวาน,4,2,3,90,28,แกง
386,ผัดกระเพรา,2,2,3,59,15,อาหารจานเดียว
387,ข้าวมันไก่,5,2,4,64,15,อาหารจานเดียว
388,ก๋วยเตี๋ยวเรือ,5,2,4,61,19,อาหารจานเดียว
389,หมูทอดกระเทียม,2,5,2,96,41,อาหารจานเดียว
390,ข้าวหมูกระเทียม,2,1,4,55,14,อาหารจานเดียว
391,แกงมัสมั่น,1,2,3,79,19,แกง
392,แกงส้ม,2,3,1,52,26,แกง
393,ข้าวคลุกกะปิ,3,3,4,80,23,อาหารจานเดียว
394,ข้าวต้มปลา,1,1,1,44,2,อาหารจานเดียว
395,ผัดซีอิ๊ว,3,2,4,130,29,อาหารจานเดียว
396,ข้าวหน้าเป็ด,1,1,1,40,15,อาหารจานเดียว
397,ไก่ทอด,2,3,4,41,20,อาหารจานด่วน
398,กะเพราไก่ไข่ดาว,3,1,2,95,27,อาหารจานด่วน
399,บะหมี่เกี๊ยว,3,4,5,80,14,อาหารจานเดียว
400,ข้าวผัดปู,3,1,3,57,27,อาหารจานเดียว
401,ข้าวผัด,1,1,3,53,11,อาหารจานเดียว
402,ผัดไทย,3,4,3,61,16,อาหารจานเดียว
403,ต้มยำกุ้ง,4,2,5,110,20,แกง
404,ส้มตำ,5,1,5,31,7,ยำ
405,แกงเขียวหวาน,3,2,3,74,27,แกง
406,ผัดกระเพรา,1,1,1,40,15,อาหารจานเดียว
407,ข้าวมันไก่,5,2,3,68,11,อาหารจานเดียว
408,ก๋วยเตี๋ยวเรือ,5,1,5,63,16,อาหารจานเดียว
409,หมูทอดกระเทียม,4,4,3,98,38,อาหารจานเดียว
410,ข้าวหมูกระเทียม,2,2,4,67,10,อาหารจานเดียว
411,แกงมัสมั่น,3,1,2,67,17,แกง
412,แกงส้ม,1,3,3,64,24,แกง
413,ข้าวคลุกกะปิ,2,3,3,83,24,อาหารจานเดียว
414,ข้าวต้มปลา,2,1,3,49,8,อาหารจานเดียว
415,ผัดซีอิ๊ว,4,3,3,113,28,อาหารจานเดียว
